"","ID","State","Country","Address","IRR","Capex_Payback","Capex_Asset","Capex_life","PPA.Savings...on.Rate","PPA","PPA..Lifetime.Benefit","Battery","Solar","CHP","Fuel_Cell","NPV_estimated_capex","NPV_estimated_PPA","X","X.1","X.2","synthetic_total","ntile"
"986","03761-MADISON - LIEN RD","WI","US","4271 LIEN RD, MADISON, WI, 53704",0.143,6.8,9774000,27619279.67,"0.15",228824.3179,"5304128.87",355,1400,520,520,4348683.553,2712182.738,NA,NA,NA,7652.5,10
"987","02121-FRESNO - CLOVIS","CA","US","255 W SHAW AVE, CLOVIS, CA, 93612",0.229,3.9,6088500,27652311.03,"0.15",224967.6182,"5207887.994",220,865,325,325,8051073.62,2662971.482,NA,NA,NA,4770,10
"988","01342-DEN-ARVADA","CO","US","7390 W 52ND AVE, ARVADA, CO, 80002",0.126,7.7,11113200,27654850.1,"0.15",244859.7474,"5667800.817",405,1600,590,590,3027671.933,2898140.659,NA,NA,NA,8697.5,10
"989","ALBANY GREENBUSH","NY","US","102 VAN RENSSELEAR SQ STE B, RENSSELEAR, NY, 12114",0.2,4.6,7065900,27748925.15,"0.15",222309.8058,"5155078.396",260,1015,375,375,7123075.726,2635968.126,NA,NA,NA,5530,10
"990","05091 HAMPTON ROADS CROSSI","VA","US","1011 UNIVERSITY BLVD, SUFFOLK, VA, 23435",0.267,3.3,5121900,28139795.77,"0.15",211581.2309,"4900300.514",185,755,270,270,9266941.264,2505691.47,NA,NA,NA,4002.5,10
"991","02855-MILW - BROWN DEER","WI","US","9090 N GREEN BAY RD, BROWN DEER, WI, 53209",0.124,7.9,11550600,28649002.66,"0.15",263109.8313,"6098905.644",420,1650,615,615,3098616.182,3118579.321,NA,NA,NA,9045,10
"992","09550-S DG - CHULA VISTA","CA","US","1242 BROADWAY, CHULA VISTA, CA, 91911",0.23,3.8,6336900,28886209.5,"0.15",223456.7258,"5169980.532",230,925,335,335,8433608.164,2643588.099,NA,NA,NA,4955,10
"993","05705-ASHEVILLE - ARDEN","NC","US","5 MCKENNA RD, ARDEN, NC, 28704",0.063,14.6,19240200,28909087.59,"0.15",308251.0062,"7132970.121",710,2850,1010,1010,-4457993.484,3647331.901,NA,NA,NA,15025,10
"994","03720-DUBUQUE","IA","US","2455 NW ARTERIAL, DUBUQUE, IA, 52002",0.161,5.9,9136800,28915158.58,"0.15",238487.7543,"5520761.286",330,1320,485,485,5648510.82,2822954.311,NA,NA,NA,7150,10
"995","02742-ELIZABETHTOWN","KY","US","1990 N DIXIE AVE, ELIZABETHTOWN, KY, 42701",0.176,5.4,8418600,29214925.2,"0.15",234521.7439,"5435004.047",305,1230,445,445,6519991.761,2779103.698,NA,NA,NA,6582.5,10
"996","01227 CHI-PULASKI AND 42ND","IL","US","4070 S PULASKI RD, CHICAGO, IL, 60632",0.229,3.9,6474600,29368768.36,"0.15",226152.9924,"5235572.48",230,930,345,345,8542657.033,2677127.508,NA,NA,NA,5070,10
"997","08814-BALT - BEL AIR","MD","US","640 MARKETPLACE DR, BEL AIR, MD, 21014",0.322,2.6,4344300,29553777.89,"0.15",216581.9267,"5018867.167",155,635,230,230,10767558.75,2566318.66,NA,NA,NA,3397.5,10
"998","06732-PETALUMA","CA","US","1359 N MCDOWELL BLVD, PETALUMA, CA, 94954",0.247,3.5,6015600,29751738.98,"0.15",238015.8688,"5509392.471",220,860,320,320,9197483.028,2817141.047,NA,NA,NA,4710,10
"999","02728-MSP - COON RAPIDS/MAIN","MN","US","3460 124TH AVE NW, COON RAPIDS, MN, 55433",0.096,10.2,15022800,29846177.58,"0.15",285543.6185,"6628596.77",565,2200,790,790,238572.7211,3389428.534,NA,NA,NA,11737.5,10
"1000","08791-KLAMATH FALLS (OPEN 2/1/","OR","US","1920 AUSTIN STREET, KLAMATH FALLS, OR, 97603",0.214,4.3,6814800,30354036.08,"0.15",233643.5572,"5407229.051",245,1000,360,360,8706258.163,2764901.392,NA,NA,NA,5327.5,10
"1001","08847-SEA - TUKWILA","WA","US","17400 SOUTHCENTER PKWY, TUKWILA, WA, 98188",0.07,13.5,19240200,30490923.84,"0.15",316302.015,"7342729.537",710,2850,1010,1010,-3649146.436,3754589.074,NA,NA,NA,15025,10
"1002","01293 BRADLEE SHOPPING CTR","VA","US","3654 KING ST, ALEXANDRIA, VA, 22303",0.212,4.3,7203600,30672413.96,"0.15",236973.5131,"5487453.142",260,1020,385,385,8480255.675,2805922.717,NA,NA,NA,5645,10
"1003","09940-SALEM","MA","US","290 S BROADWAY STE 2, SALEM, NH, 3079",0.334,2.5,4344300,30803284.5,"0.15",221398.9897,"5129283.237",155,635,230,230,11406474.26,2622778.178,NA,NA,NA,3397.5,10
"1004","01537-BATTLE CREEK","MI","US","12765 HARPER VILLAGE DR STE 11, BATTLE CREEK, MI, 49014",0.185,5,8418600,30871769.84,"0.15",245508.511,"5682033.515",305,1230,445,445,7367193.164,2905418.325,NA,NA,NA,6582.5,10
"1005","02036-ST. L - CHESTERFIELD","MO","US","142 THF BLVD, CHESTERFIELD, MO, 63005",0.096,10.1,15919200,31434604.86,"0.15",299198.7973,"6925399.618",575,2300,845,845,154389.9863,3541193.994,NA,NA,NA,12457.5,10
"1006","01266 CHI-W SCHAUMBURG IL","IL","US","2411 W SCHAUMBURG RD, SCHAUMBURG, IL, 60194",0.217,4.1,7368300,31474214.34,"0.15",244393.3151,"5656303.951",265,1075,390,390,8725543.669,2892261.918,NA,NA,NA,5762.5,10
"1007","08623-LI - COMMACK","NY","US","50 VETERANS MEMORIAL HWY, COMMACK, NY, 11725",0.207,4.4,7776000,31738838.75,"0.15",252832.0441,"5862322.784",285,1100,415,415,8453155.191,2997606.403,NA,NA,NA,6092.5,10
"1008","02701-LA - BURBANK","CA","US","1551 N VICTORY PL, BURBANK, CA, 91502",0.219,4.1,7368300,31820351.19,"0.15",253544.8327,"5863054.063",265,1075,390,390,8902535.294,2997980.33,NA,NA,NA,5762.5,10
"1009","01828-HAZLETON WAREHOUSE","PA","US","60 GREEN MOUNTAIN RD, HAZLETON, PA, 18201",0.03,21.6,28447200,31837659.25,"0.15",367374.1807,"8515157.122",1020,4200,1500,1500,-12167514.5,4354091.449,NA,NA,NA,22230,10
"1010","02729-MANKATO","MN","US","1901 MADISON AVE STE 500, MANKATO, MN, 56001",0.278,3.1,5610600,31920270.24,"0.15",251183.3718,"5823118.136",205,790,300,300,10711327.32,2977559.723,NA,NA,NA,4397.5,10
"1011","09875-AUGUSTA","GA","US","211 ROBERT C DANIEL JR PKWY, AUGUSTA, GA, 30909",0.125,7.8,12965400,32110787.29,"0.15",281923.1001,"6526676.118",475,1850,690,690,3453945.218,3337313.014,NA,NA,NA,10152.5,10
"1012","07737-BOS - MANSFIELD","MA","US","280 SCHOOL ST STE I 160, MANSFIELD, MA, 2048",0.281,3,5599800,32526311.17,"0.15",267025.0495,"6184010.9",200,790,300,300,11032016.81,3162096.553,NA,NA,NA,4390,10
"1013","04821-VISALIA","CA","US","4248 S MOONEY BLVD, VISALIA, CA, 93277",0.193,4.8,8658900,32594662.82,"0.15",266517.9952,"6168053.525",315,1245,460,460,8007867.347,3153937.001,NA,NA,NA,6777.5,10
"1014","01044 - CHI-NORRIDGE (OPEN OCT","IL","US","7010 FOREST PRESERVE DR, NORRIDGE, IL, 60706",0.181,5.1,9541800,33433285.03,"0.15",299548.9296,"6933265.953",345,1390,505,505,7553783.602,3545216.321,NA,NA,NA,7462.5,10
"1015","09172-SAGINAW MI (OPEN 2/1/09","MI","US","3437 TITTABAWASSEE RD, SAGINAW, MI, 48604",0.158,6.1,10740600,33474088.63,"0.15",276475.5967,"6410208.547",390,1550,570,570,6375847.883,3277759.156,NA,NA,NA,8405,10
"1016","01035-LI - MASSAPEQUA (OPEN 7/","NY","US","5500 SUNRISE HWY, MASSAPEQUA, NY, 11758",0.194,4.7,8961300,34052016.57,"0.15",274585.8914,"6363774.082",320,1305,475,475,8450662.231,3254015.624,NA,NA,NA,7010,10
"1017","08701-S JOS - KOOSER","CA","US","1444 KOOSER RD, SAN JOSE, CA, 95118",0.181,5.1,9709200,34181532.76,"0.15",293610.5399,"6794471.902",355,1400,515,515,7768988.291,3474246.169,NA,NA,NA,7597.5,10
"1018","02044-EUREKA","CA","US","800 W HARRIS ST STE 26, EUREKA, CA, 95503",0.202,4.5,8731800,34655607.54,"0.15",289459.692,"6705875.025",315,1250,465,465,8988798.964,3428943.552,NA,NA,NA,6837.5,10
"1019","01593-SPOKANE - COEUR D ALENE","ID","US","225 W CANFIELD AVE STE B, COEUR D ALENE, ID, 83815",0.214,4.3,8086500,34684196.77,"0.15",270872.7598,"6283095.646",290,1165,430,430,9648717.614,3212761.977,NA,NA,NA,6330,10
"1020","01195 - STURBRIDGE","MA","US","100 CHARLTON RD, STURBRIDGE, MA, 1566",0.393,2,4071600,34767129.9,"0.15",245351.474,"5677957.856",145,600,215,215,13706024.16,2903334.301,NA,NA,NA,3182.5,10
"1021","YONKERS NY","NY","US","750 CENTRAL PARK AVE, YONKERS, NY, 0",0.399,2,4055400,34835031.13,"0.15",250543.6775,"5806542.397",145,590,215,215,13756944.39,2969083.98,NA,NA,NA,3172.5,10
"1022","09844-POUGHKEEPSIE","NY","US","2522 SOUTH RD, POUGHKEEPSIE, NY, 12601",0.384,2.1,4244400,34844152.61,"0.15",263634.1346,"6101470.861",150,620,225,225,13572608.51,3119891.004,NA,NA,NA,3320,10
"1023","05747- JOPLIN - GENEVA","MO","US","415 S GENEVA AVE, JOPLIN, MO, 64801",0.263,3.3,6577200,34991336.8,"0.15",264796.6722,"6134051.919",240,940,350,350,11315068.83,3136550.815,NA,NA,NA,5150,10
"1024","09609-GAINESVILLE","FL","US","3644 SW ARCHER RD, GAINESVILLE, FL, 32608",0.16,6,11329200,35437556.25,"0.15",293556.7113,"6796121.63",415,1600,605,605,6791236.116,3475089.731,NA,NA,NA,8877.5,10
"1025","09607-NASH - THOMPSON","TN","US","719 THOMPSON LN, NASHVILLE, TN, 37204",0.089,11,19148400,35547843.97,"0.15",378285.7007,"8763019.489",705,2800,1010,1010,-971569.9973,4480831.966,NA,NA,NA,14967.5,10
"1026","01153 EPPING (OPEN 2/24/2013)","NH","US","11 BRICKYARD SQUARE STE 19, EPPING, NH, 3042",0.362,2.3,4452300,35968228.02,"0.15",242498.8678,"5618009.255",160,655,235,235,13939486.76,2872680.528,NA,NA,NA,3480,10
"1027","07760-PROV - NORTH DARTMOUTH","MA","US","471 STATE RD, NORTH DARTMOUTH, MA, 2747",0.387,2.1,4336200,36392309.2,"0.15",274110.5505,"6344466.66",155,630,230,230,14272434,3244143.078,NA,NA,NA,3392.5,10
"1028","01045-NEW BERN (OPENED 3/4/201","NC","US","3028 DR MARTIN LUTHER KING JR, NEW BERN, NC, 28562",0.123,7.9,14947200,36477889.26,"0.15",319852.0283,"7405214.865",560,2200,785,785,3705194.013,3786539.962,NA,NA,NA,11675,10
"1029","09540-WEST SPRINGFIELD MA","MA","US","1081 RIVERDALE ST, WEST SPRINGFIELD, MA, 1089",0.567,1.3,2794500,36478557.87,"0.15",258679.9982,"5960441.743",135,545,125,125,15858235.9,3047777.986,NA,NA,NA,2122.5,10
"1030","06819-DULUTH","MN","US","925 W CENTRAL ENTRANCE HWY, DULUTH, MN, 55811",0.207,4.4,8961300,36737855.31,"0.15",287403.4657,"6672956.764",320,1305,475,475,9824023.558,3412111.318,NA,NA,NA,7010,10
"1031","01225-NYC - BROOKLYN","NY","US","410 GATEWAY DR, BROOKLYN, NY, 11239",0.501,1.4,3396600,36767878.12,"0.15",254391.3264,"5825557.194",125,950,17.5,175,15404075.25,2978806.897,NA,NA,NA,2275,10
"1032","06818-S JOS - CUPERTINO","CA","US","20640 HOMESTEAD RD, CUPERTINO, CA, 95014",0.247,3.5,7516800,37012298.2,"0.15",296450.3836,"6860110.255",270,1080,400,400,11408855.61,3507809.307,NA,NA,NA,5885,10
"1033","01824-LANCASTER WAREHOUSE EXPA","CA","US","3501 W AVE H, LANCASTER, CA, 93536",0.148,6.5,12954600,37109778.5,"0.15",323075.7896,"7473040.977",470,1850,690,690,6020900.621,3821221.776,NA,NA,NA,10145,10
"1034","05711-S DG - RANCHO SAN DIEGO","CA","US","2398-A JAMACHA RD, EL CAJON, CA, 92019",0.336,2.4,5359500,37609844.88,"0.15",275277.1865,"6370085.759",190,775,285,285,13871701.69,3257243.001,NA,NA,NA,4195,10
"1035","01196-SEABROOK","NH","US","700 LAFAYETTE RD, SEABROOK, NH, 3874",0.346,2.4,4905900,37651797.76,"0.15",255488.1856,"5919474.921",175,715,260,260,14346753.63,3026830.248,NA,NA,NA,3837.5,10
"1036","08513-LA - MISSION VIEJO","CA","US","25310 MARGUERITE PKWY, MISSION VIEJO, CA, 92692",0.286,2.9,6474600,37783615.87,"0.15",287280.1112,"6644831.264",230,930,345,345,12845456.75,3397729.786,NA,NA,NA,5070,10
"1037","09949-NEW HAVEN - MILFORD","CT","US","79 TURN PIKE SQUARE, MILFORD, CT, 6460",0.385,2.1,4541400,37973607.17,"0.15",274587.8371,"6363857.735",160,670,240,240,14875805.81,3254058.399,NA,NA,NA,3550,10
"1038","01049-CHI - HIGHLAND (OPEN 4/1","IN","US","10323 INDIANAPOLIS BLVD, HIGHLAND, IN, 46322",0.147,6.5,13262400,38229518.35,"0.15",326310.2245,"7553008.299",485,1900,705,705,6285661.953,3862111.806,NA,NA,NA,10382.5,10
"1039","05099 RK PLAZA","MA","US","1360 PARK ST, STOUGHTON, MA, 2072",0.348,2.3,5194800,38437876.42,"0.15",299872.811,"6940166.156",185,760,275,275,14459802.57,3548744.631,NA,NA,NA,4062.5,10
"1040","03711-PROV - MIDDLETOWN","null","US","1305 W MAIN RD, MIDDLETOWN, RI, 2842",0.395,2.1,4336200,38687603.88,"0.15",274800.8121,"6360443.213",155,630,230,230,15446096.77,3252312.437,NA,NA,NA,3392.5,10
"1041","09042-SAC - WOODLAND (OPEN 4/1","CA","US","2175 BRONZE STAR DR, WOODLAND, CA, 95776",0.254,3.4,7616700,38780878.69,"0.15",308479.5609,"7141853.754",275,1095,405,405,12213291.38,3651874.406,NA,NA,NA,5962.5,10
"1042","09938-NWK - BRIDGEWATER","NJ","US","135 PROMENADE BLVD, BRIDGEWATER, NJ, 8807",0.27,3.2,7047000,39021214.78,"0.15",295859.2176,"6859691.756",255,1010,375,375,12905883.45,3507595.314,NA,NA,NA,5517.5,10
"1043","01171 NORTH CANTON (OPEN 8/26/","OH","US","6527 STRIP AVE NW, NORTH CANTON, OH, 44720",0.093,10.6,20795400,40274333.02,"0.15",371384.3572,"8610262.775",770,3050,1095,1095,-201754.2773,4402722.227,NA,NA,NA,16250,10
"1044","09918-DANBURY","CT","US","14 CANDLEWOOD LAKE RD, BROOKFIELD, CT, 6804",0.304,2.8,6336900,40288252.68,"0.15",311207.8016,"7213239.377",230,925,335,335,14263863.32,3688376.321,NA,NA,NA,4955,10
"1045","WASILLA AK","null","US","1851 E PARKS HWY, WASILLA, AK, 99654",0.334,2.5,5977800,42066488.02,"0.15",276736.7608,"6357039.605",360,1450,0,330,15532235.95,3250572.055,NA,NA,NA,3970,10
"1046","02084-HART - AVON","CT","US","315 W MAIN, AVON, CT, 6001",0.641,1.1,2794500,42236832.75,"0.15",286027.9483,"6590586.574",135,545,125,125,18802639.04,3369992.619,NA,NA,NA,2122.5,10
"1047","03749-NYC - STATEN ISLAND/MALL","null","US","2795 RICHMOND AVE, STATEN ISLAND, NY, 10314",0.307,2.7,6669000,42773458.5,"0.15",285689.122,"6551197.627",225,1770,17.5,375,15202534.17,3349851.701,NA,NA,NA,4445,10
"1048","06716-MIDDLETOWN","NY","US","88-5 DUNNING RD, MIDDLETOWN, NY, 10940",0.165,5.7,13467600,43061043.31,"0.15",395881.0451,"9178853.048",490,1900,720,720,8550986.128,4693461.906,NA,NA,NA,10555,10
"1049","01822-CENTRALIA WAREHOUSE","WA","US","208 HOSS RD, CENTRALIA, WA, 98531",0.061,14.9,29478600,43131234.7,"0.15",461507.7109,"10713292.09",1085,4350,1550,1550,-7424122.614,5478073.136,NA,NA,NA,23027.5,10
"1050","01093 BALT-OWINGS MILLS (OPENI","MD","US","9616 REISTERTOWN RD STE. 125, OWINGS MILLS, MD, 21117",0.385,2.1,5221800,43676625.21,"0.15",312093.2438,"7228617.828",190,770,275,275,17111554.23,3696239.849,NA,NA,NA,4080,10
"1051","06750-SPRING VALLEY","NY","US","14 A SPRING VALLEY MARKETPLACE, SPRING VALLEY, NY, 10977",0.241,3.6,9220500,44346303.77,"0.15",367396.3359,"8516828.102",335,1325,490,490,13455283.82,4354945.879,NA,NA,NA,7217.5,10
"1052","07770-LI - MEDFORD","NY","US","2799 ROUTE 112, MEDFORD, NY, 11763",0.435,1.8,4660200,44356200.58,"0.15",316449.0465,"7330360.944",170,690,245,245,18020644.39,3748264.588,NA,NA,NA,3640,10
"1053","01346 DC ALEXANDRIA/POTOMAC","DC","US","3691 JEFFERSON DAVIS HWY, ALEXANDRIA, VA, 22305",0.268,3.2,8086500,44681094.12,"0.15",330979.868,"7662182.039",290,1165,430,430,14760473.59,3917936.078,NA,NA,NA,6330,10
"1054","02037-CHI - GLENVIEW","IL","US","2231 WILLOW RD, GLENVIEW, IL, 60025",0.202,4.5,11847600,46710097.91,"0.15",390369.5129,"9036966.649",430,1700,630,630,12036872.71,4620910.53,NA,NA,NA,9275,10
"1055","07774-SYRACUSE - CAMILLUS","NY","US","3483 W GENESEE ST, SYRACUSE (CAMILLUS), NY, 13219",0.21,4.3,11550600,47845751.22,"0.15",379815.6583,"8807889.379",420,1650,615,615,12914571.14,4503775.478,NA,NA,NA,9045,10
"1056","00102-ROCKFORD","IL","US","6301 E STATE ST, ROCKFORD, IL, 61108",0.206,4.4,12144600,49112894.71,"0.15",385001.5145,"8911091.976",440,1750,645,645,12968505,4556546.5,NA,NA,NA,9505,10
"1057","09541-NYC - STATEN ISLAND/FORE","null","US","30 BARRETT AVE, STATEN ISLAND, NY, 10302",0.364,2.2,6555600,50984314.3,"0.15",329534.4928,"7506833.501",175,2300,17.5,275,19514425.93,3838501.05,NA,NA,NA,4300,10
"1058","02116-NWK - NORTH BRUNSWICK","NJ","US","869 ROUTE 1, NORTH BRUNSWICK, NJ, 8902",0.459,1.7,5359500,54929248.96,"0.15",386456.1739,"8954886.612",190,775,285,285,22727706.12,4578940.197,NA,NA,NA,4195,10
"1059","02738-PASO ROBLES","CA","US","2055 THEATRE DR, PASO ROBLES, CA, 93446",0.258,3.3,10805400,55955695.66,"0.15",432818.6935,"10012817.82",390,1550,575,575,17806663.47,5119896.655,NA,NA,NA,8460,10
"1060","01053 - BOS - WEYMOUTH (OPEN 8","MA","US","729 BRIDGE ST, NORTH WEYMOUTH, MA, 2191",0.381,2.1,6814800,56135655.51,"0.15",423810.1432,"9808267.542",245,1000,360,360,21889283.1,5015303.091,NA,NA,NA,5327.5,10
"1061","01288 PUTNAM BRIDGE PLAZA","CT","US","5 MAIN ST STE 5B, EAST HARTFORD, CT, 6188",0.208,4.4,13780800,57027690.29,"0.15",452149.4037,"10465376.99",500,2000,730,730,15379411.03,5351305.655,NA,NA,NA,10780,10
"1062","09538-S DG - VISTA","CA","US","1851 UNIVERSITY DR, VISTA, CA, 92083",0.293,2.9,9533700,57169527.25,"0.15",425926.5842,"9854835.228",345,1385,505,505,19699037.13,5039114.744,NA,NA,NA,7457.5,10
"1063","02703-PROV - SMITHFIELD","RI","US","240 SMITHFIELD CROSSING, SMITHFIELD, RI, 2917",0.386,2.1,7055100,58724443.17,"0.15",444763.4119,"10296817.54",255,1015,375,375,22972718.89,5265115.435,NA,NA,NA,5522.5,10
"1064","09908-PORTSMOUTH","NH","US","45 GOSLING RD, NEWINGTON, NH, 3801",0.474,1.7,5454000,60290166.62,"0.15",394019.6763,"9131833.584",200,780,290,290,25374426.91,4669419.243,NA,NA,NA,4270,10
"1065","09534-MOSCOW","ID","US","1720 W PULLMAN RD, MOSCOW, ID, 83843",0.194,4.8,16351200,62977342.82,"0.15",500450.7253,"11618915.6",610,2400,860,860,15851272.12,5941149.452,NA,NA,NA,12775,10
"1066","05052-SALINAS (RELO FROM 03557","CA","US","1690 N MAIN ST, SALINAS, CA, 93906",0.247,3.5,12814200,63117178.78,"0.15",505271.4603,"11691540.58",465,1850,680,680,19459775.04,5978285.09,NA,NA,NA,10027.5,10
"1067","06714-CHI - NORTH AURORA","IL","US","1780 ORCHARD GATEWAY BLVD, NORTH AURORA, IL, 60542",0.22,4.1,14779800,64167301.63,"0.15",496812.0908,"11498337.4",550,2150,780,780,18031138.82,5879493.689,NA,NA,NA,11555,10
"1068","03754-WATERFORD","CT","US","915 HARTFORD TPKE, WATERFORD, CT, 6385",0.622,1.1,4371300,64428027.35,"0.15",448139.9395,"10381400.97",160,645,230,230,28572956.81,5308365.84,NA,NA,NA,3415,10
"1069","09832-MAYS LANDING","NJ","US","240 CONSUMER SQUARE, MAYS LANDING, NJ, 8330",0.142,6.8,23792400,66183026.38,"0.15",640395.8063,"14833824.42",860,3500,1255,1255,10049247.91,7585042.432,NA,NA,NA,18595,10
"1070","01314-CHI-CHICAGO/BUCKTOWN IL","IL","US","2490 N ELSTON AVE, CHICAGO, IL, 60647",2.936,0.3,761400,68137822.56,"0.15",453749.52,"10465907.19",37.5,140,35,35,34079802.14,5351576.764,NA,NA,NA,581.25,10
